IBEX 35
Spain
Null
<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^IBEX,D,20071217,000000,15404.40,15444.50,15302.70,15318.50,212400,0
^IBEX,D,20071218,000000,15282.90,15441.40,15276.10,15282.10,214400,0
^IBEX,D,20071219,000000,15329.60,15350.70,15177.10,15177.10,251400,0
^IBEX,D,20071220,000000,15213.50,15271.80,15107.40,15140.20,219800,0
^IBEX,D,20071221,000000,15299.20,15348.30,15233.80,15289.30,345200,0
^IBEX,D,20071227,000000,15344.20,15397.90,15178.70,15256.20,190200,0
^IBEX,D,20071228,000000,15202.00,15251.70,15124.90,15182.30,175400,0
^IBEX,D,20080102,000000,15101.90,15186.00,14971.40,15002.50,190600,0
^IBEX,D,20080103,000000,14966.10,15016.40,14769.60,14856.50,335800,0
^IBEX,D,20080104,000000,14794.30,14867.10,14511.00,14602.30,330400,0
^IBEX,D,20080107,000000,14551.70,14701.50,14529.50,14667.00,280800,0
^IBEX,D,20080108,000000,14707.30,14808.80,14670.50,14670.50,318400,0
^IBEX,D,20080109,000000,14577.90,14665.10,14471.20,14603.50,338600,0
^IBEX,D,20080110,000000,14672.40,14684.90,14480.10,14524.00,320200,0
^IBEX,D,20080111,000000,14501.90,14568.70,14428.70,14458.00,296400,0
^IBEX,D,20080114,000000,14398.00,14540.90,14343.40,14431.90,261400,0
^IBEX,D,20080115,000000,14362.90,14394.90,13945.20,13945.20,354000,0
^IBEX,D,20080116,000000,13806.30,14054.80,13687.60,13817.10,498000,0
^IBEX,D,20080117,000000,13981.70,13995.00,13731.20,13775.60,317800,0
^IBEX,D,20080118,000000,13740.10,13997.40,13608.20,13655.40,410000,0
^IBEX,D,20080121,000000,13477.10,13494.40,12625.80,12625.80,545200,0
^IBEX,D,20080122,000000,12509.30,12909.20,11937.20,12839.70,551600,0
^IBEX,D,20080123,000000,13020.00,13038.10,12164.10,12254.60,488200,0
^IBEX,D,20080124,000000,12556.60,13106.70,12490.60,13106.70,463600,0
^IBEX,D,20080125,000000,13295.50,13491.00,13100.40,13141.10,378600,0
^IBEX,D,20080128,000000,12880.30,13080.10,12813.10,13026.70,264800,0
^IBEX,D,20080129,000000,13120.90,13309.00,13050.30,13246.60,297200,0
^IBEX,D,20080130,000000,13185.10,13381.30,13117.70,13217.10,293400,0
^IBEX,D,20080131,000000,13281.50,13338.50,12958.30,13229.00,401000,0
^IBEX,D,20080201,000000,13440.70,13550.00,13320.40,13494.70,348200,0
^IBEX,D,20080204,000000,13608.30,13652.10,13476.50,13515.70,296400,0
^IBEX,D,20080205,000000,13464.10,13466.30,12781.50,12814.70,393800,0
^IBEX,D,20080206,000000,12739.40,13084.90,12721.40,13037.30,362600,0
^IBEX,D,20080207,000000,13010.70,13060.50,12724.30,12889.50,337000,0
^IBEX,D,20080208,000000,12964.50,13068.10,12768.70,12934.80,271400,0
^IBEX,D,20080211,000000,12830.10,13029.20,12774.10,12818.80,229800,0
^IBEX,D,20080212,000000,12926.70,13254.70,12808.70,13254.70,305400,0
^IBEX,D,20080213,000000,13137.10,13342.10,13095.80,13266.70,290400,0
^IBEX,D,20080214,000000,13420.70,13455.90,13252.00,13313.20,270400,0
^IBEX,D,20080215,000000,13292.90,13381.50,12979.70,13073.90,343600,0
^IBEX,D,20080219,000000,13260.00,13393.00,13044.00,13269.70,272800,0
^IBEX,D,20080220,000000,13096.80,13138.90,12998.20,13080.40,298000,0
^IBEX,D,20080221,000000,13150.70,13288.10,13116.20,13173.00,220000,0
^IBEX,D,20080222,000000,13055.40,13155.30,12960.90,13017.50,258200,0
^IBEX,D,20080225,000000,13141.80,13180.30,12995.40,13156.60,233600,0
^IBEX,D,20080226,000000,13222.40,13444.70,13182.40,13436.60,264000,0
^IBEX,D,20080227,000000,13461.20,13505.50,13255.40,13454.30,261400,0
^IBEX,D,20080228,000000,13398.60,13439.50,13272.10,13272.10,307200,0
^IBEX,D,20080229,000000,13204.00,13306.00,13055.80,13170.40,377800,0
^IBEX,D,20080303,000000,12998.00,13020.70,12829.50,12862.50,277400,0
^IBEX,D,20080304,000000,12913.10,12957.00,12584.80,12630.10,282000,0
^IBEX,D,20080305,000000,12731.80,12968.70,12682.50,12948.10,273400,0
^IBEX,D,20080306,000000,12981.80,12993.70,12746.50,12803.30,283200,0
^IBEX,D,20080307,000000,12673.60,12818.70,12583.50,12691.30,312200,0
^IBEX,D,20080310,000000,12673.00,12835.20,12571.40,12655.00,290200,0
^IBEX,D,20080311,000000,12743.70,13138.00,12713.20,13056.10,361400,0
^IBEX,D,20080312,000000,13272.30,13291.60,13080.30,13131.30,298600,0
^IBEX,D,20080313,000000,12925.80,13106.20,12848.80,13073.20,338600,0
^IBEX,D,20080314,000000,13088.70,13312.50,12905.30,13021.40,291800,0
^IBEX,D,20080317,000000,12678.10,12871.90,12638.40,12656.00,324600,0
^IBEX,D,20080318,000000,12891.60,13037.00,12780.10,13030.50,273200,0
^IBEX,D,20080319,000000,13152.10,13196.00,12874.30,12964.70,308800,0
^IBEX,D,20080320,000000,12840.20,13048.60,12790.20,12964.20,413600,0
^IBEX,D,20080325,000000,13370.40,13434.20,13304.90,13434.20,329800,0
^IBEX,D,20080326,000000,13377.80,13426.60,13299.90,13403.00,255400,0
^IBEX,D,20080327,000000,13357.50,13596.40,13355.00,13537.90,253800,0
^IBEX,D,20080328,000000,13556.90,13578.50,13413.40,13442.40,217600,0
^IBEX,D,20080331,000000,13359.30,13370.30,13181.10,13269.00,256000,0
^IBEX,D,20080401,000000,13205.60,13699.10,13194.00,13699.10,284800,0
^IBEX,D,20080402,000000,13782.90,13841.50,13692.50,13838.70,259400,0
^IBEX,D,20080403,000000,13839.50,13844.70,13619.90,13738.90,239800,0
^IBEX,D,20080404,000000,13777.40,13846.40,13695.30,13846.40,333800,0
^IBEX,D,20080407,000000,13906.70,14019.60,13863.00,13919.60,205200,0
^IBEX,D,20080408,000000,13861.20,13862.60,13675.00,13759.40,190000,0
^IBEX,D,20080409,000000,13692.00,13734.50,13579.10,13599.00,208200,0
^IBEX,D,20080410,000000,13560.20,13566.00,13309.50,13507.90,220400,0
^IBEX,D,20080411,000000,13570.30,13613.70,13226.40,13278.30,219000,0
^IBEX,D,20080414,000000,13214.80,13241.60,13106.80,13160.30,211000,0
^IBEX,D,20080415,000000,13274.20,13444.90,13263.10,13408.90,240600,0
^IBEX,D,20080416,000000,13528.80,13652.10,13442.30,13637.60,208000,0
^IBEX,D,20080417,000000,13673.20,13681.50,13537.70,13568.70,191400,0
^IBEX,D,20080418,000000,13631.70,13945.70,13621.20,13924.90,234800,0
^IBEX,D,20080421,000000,13927.20,13933.20,13677.20,13728.90,207200,0
^IBEX,D,20080422,000000,13681.30,13696.30,13537.30,13593.40,203000,0
^IBEX,D,20080423,000000,13617.00,13683.00,13466.20,13663.00,281000,0
^IBEX,D,20080424,000000,13633.70,13669.20,13426.60,13669.20,232600,0
^IBEX,D,20080425,000000,13731.30,13832.60,13693.70,13772.80,206600,0
^IBEX,D,20080428,000000,13766.80,13904.20,13766.80,13877.80,185000,0
^IBEX,D,20080429,000000,13803.10,13834.80,13668.80,13707.20,205000,0
^IBEX,D,20080430,000000,13698.40,13798.30,13561.20,13798.30,186000,0
^IBEX,D,20080502,000000,13916.20,14169.20,13913.40,14060.00,248600,0
^IBEX,D,20080505,000000,14049.20,14122.80,13974.00,14074.00,114400,0
^IBEX,D,20080506,000000,14071.30,14120.30,13884.50,14005.80,218200,0
^IBEX,D,20080507,000000,14036.90,14091.30,14004.10,14026.80,179000,0
^IBEX,D,20080508,000000,13898.00,14074.00,13881.30,14074.00,185600,0
^IBEX,D,20080509,000000,14000.30,14015.20,13843.90,13945.10,206200,0
^IBEX,D,20080512,000000,13991.40,14108.40,13987.40,14053.90,149200,0
^IBEX,D,20080513,000000,14111.60,14138.50,13959.30,14016.40,189800,0
^IBEX,D,20080514,000000,14068.30,14214.60,14033.20,14187.20,200400,0
^IBEX,D,20080515,000000,14145.40,14186.40,14078.90,14186.40,146000,0
^IBEX,D,20080516,000000,14255.20,14301.30,14078.20,14124.80,235000,0
^IBEX,D,20080519,000000,14148.90,14247.60,14110.20,14247.60,149400,0
^IBEX,D,20080520,000000,14158.40,14166.70,13973.60,13992.10,196400,0
^IBEX,D,20080521,000000,14047.30,14049.20,13803.10,13857.20,208600,0
^IBEX,D,20080522,000000,13742.30,13886.30,13667.30,13852.00,274000,0
^IBEX,D,20080523,000000,13863.40,13863.60,13577.60,13577.60,198800,0
^IBEX,D,20080526,000000,13524.30,13614.00,13514.20,13583.70,96200,0
^IBEX,D,20080527,000000,13624.10,13664.20,13445.10,13451.40,218000,0
^IBEX,D,20080528,000000,13504.60,13598.80,13397.90,13499.20,218800,0
^IBEX,D,20080529,000000,13573.30,13631.70,13430.10,13539.50,212000,0
^IBEX,D,20080530,000000,13582.00,13630.70,13540.70,13600.90,244000,0
^IBEX,D,20080602,000000,13610.50,13612.10,13286.40,13300.00,257000,0
^IBEX,D,20080603,000000,13264.90,13451.50,13216.90,13431.70,239800,0
^IBEX,D,20080604,000000,13343.70,13383.60,13173.70,13341.20,236800,0
^IBEX,D,20080605,000000,13378.90,13415.70,13187.40,13239.30,201000,0
^IBEX,D,20080606,000000,13332.20,13379.00,12902.40,12909.80,261600,0
^IBEX,D,20080609,000000,12815.90,12889.40,12690.70,12823.90,260400,0
^IBEX,D,20080610,000000,12679.20,12841.90,12622.20,12755.20,273800,0
^IBEX,D,20080611,000000,12789.50,12913.50,12562.30,12584.30,307800,0
^IBEX,D,20080612,000000,12608.90,12853.30,12598.40,12853.30,306600,0
^IBEX,D,20080613,000000,12848.00,13022.70,12726.90,12998.70,253600,0
^IBEX,D,20080616,000000,12996.90,13049.70,12728.10,12826.60,251200,0
^IBEX,D,20080617,000000,12880.90,12992.20,12839.70,12885.10,210200,0
^IBEX,D,20080618,000000,12848.80,12852.20,12538.00,12631.50,247400,0
^IBEX,D,20080619,000000,12551.80,12728.50,12549.50,12585.00,286800,0
^IBEX,D,20080620,000000,12630.10,12639.80,12307.50,12412.50,420000,0
^IBEX,D,20080623,000000,12370.30,12493.50,12327.10,12403.40,236600,0
^IBEX,D,20080624,000000,12405.00,12460.90,12132.00,12205.60,261000,0
^IBEX,D,20080625,000000,12260.50,12446.10,12259.40,12446.10,275400,0
^IBEX,D,20080626,000000,12374.70,12375.20,12076.50,12077.70,255200,0
^IBEX,D,20080627,000000,12031.90,12145.30,11885.10,12089.80,271400,0
^IBEX,D,20080630,000000,12092.50,12135.90,11874.50,12046.20,274800,0
^IBEX,D,20080701,000000,12028.50,12035.20,11642.30,11770.90,284800,0
^IBEX,D,20080702,000000,11777.90,11957.20,11682.10,11856.90,300400,0
^IBEX,D,20080703,000000,11712.50,12032.70,11629.70,11980.10,334200,0
^IBEX,D,20080704,000000,12009.80,12021.80,11695.80,11765.90,214800,0
^IBEX,D,20080707,000000,11869.30,12005.80,11815.50,11982.20,253200,0
^IBEX,D,20080708,000000,11732.60,11943.30,11682.60,11794.70,286600,0
^IBEX,D,20080709,000000,11923.70,11999.80,11855.00,11999.80,283200,0
^IBEX,D,20080710,000000,11797.90,11892.40,11699.50,11739.50,228200,0
^IBEX,D,20080711,000000,11837.80,11844.60,11380.90,11383.50,250400,0
^IBEX,D,20080714,000000,11448.80,11602.30,11443.00,11443.00,226400,0
^IBEX,D,20080715,000000,11327.60,11345.80,10932.40,11151.60,325000,0
^IBEX,D,20080716,000000,11160.80,11329.50,11018.60,11287.70,293200,0
^IBEX,D,20080717,000000,11453.60,11709.50,11441.80,11642.10,362600,0
^IBEX,D,20080718,000000,11610.40,11928.70,11493.50,11895.30,307400,0
^IBEX,D,20080721,000000,11867.40,11939.30,11692.80,11784.60,239400,0
^IBEX,D,20080722,000000,11721.50,11734.60,11372.20,11610.10,342000,0
^IBEX,D,20080723,000000,11814.30,11951.60,11773.90,11934.90,290600,0
^IBEX,D,20080724,000000,12003.00,12013.90,11667.40,11675.10,259200,0
^IBEX,D,20080725,000000,11556.50,11592.70,11459.00,11589.90,224200,0
^IBEX,D,20080728,000000,11573.80,11640.30,11473.70,11484.60,210400,0
^IBEX,D,20080729,000000,11323.40,11696.30,11320.70,11683.80,288200,0
^IBEX,D,20080730,000000,11787.50,11922.30,11740.70,11817.90,273000,0
^IBEX,D,20080731,000000,11887.40,11977.50,11775.10,11881.30,298000,0
^IBEX,D,20080801,000000,11719.00,11776.80,11558.40,11569.50,222600,0
^IBEX,D,20080804,000000,11556.10,11580.40,11410.10,11447.60,161000,0
^IBEX,D,20080805,000000,11536.20,11751.50,11473.80,11751.40,224000,0
^IBEX,D,20080806,000000,11820.40,11832.10,11647.70,11774.40,196400,0
^IBEX,D,20080807,000000,11704.30,11896.60,11684.00,11717.50,183200,0
^IBEX,D,20080808,000000,11667.00,11831.20,11612.10,11799.90,167800,0
^IBEX,D,20080811,000000,11806.10,12047.70,11748.50,12047.70,151400,0
^IBEX,D,20080812,000000,12008.60,12078.70,11912.80,11996.10,179200,0
^IBEX,D,20080813,000000,11904.30,11956.90,11691.10,11695.40,193400,0
^IBEX,D,20080814,000000,11742.00,11776.30,11527.60,11606.80,183800,0
^IBEX,D,20080815,000000,11648.50,11712.00,11587.00,11686.10,206400,0
^IBEX,D,20080818,000000,11674.20,11784.30,11539.60,11677.50,113800,0
^IBEX,D,20080819,000000,11536.80,11550.60,11333.50,11335.30,184600,0
^IBEX,D,20080820,000000,11373.30,11422.10,11251.90,11379.90,188800,0
^IBEX,D,20080821,000000,11319.70,11322.20,11185.50,11217.40,150000,0
^IBEX,D,20080822,000000,11225.60,11506.60,11200.70,11497.30,138800,0
^IBEX,D,20080825,000000,11453.90,11459.00,11326.40,11327.10,98800,0
^IBEX,D,20080826,000000,11272.00,11440.50,11218.90,11419.90,147000,0
^IBEX,D,20080827,000000,11399.50,11546.00,11320.70,11479.60,174600,0
^IBEX,D,20080828,000000,11464.70,11687.30,11408.40,11662.60,179000,0
^IBEX,D,20080829,000000,11685.20,11742.00,11618.90,11707.30,163200,0
^IBEX,D,20080901,000000,11607.50,11745.20,11580.10,11693.80,109000,0
^IBEX,D,20080902,000000,11705.60,11936.30,11634.30,11903.90,199000,0
^IBEX,D,20080903,000000,11821.00,11932.00,11749.70,11849.10,194200,0
^IBEX,D,20080904,000000,11850.10,11859.80,11476.40,11480.10,234600,0
^IBEX,D,20080905,000000,11409.50,11414.20,11118.50,11139.70,309600,0
^IBEX,D,20080908,000000,11343.10,11657.50,11343.10,11554.20,272400,0
^IBEX,D,20080909,000000,11512.90,11610.70,11289.10,11350.00,258200,0
^IBEX,D,20080910,000000,11334.80,11344.10,11125.10,11180.80,311400,0
^IBEX,D,20080911,000000,11148.50,11212.70,10980.20,11136.50,232000,0
^IBEX,D,20080912,000000,11252.40,11416.00,11177.60,11412.00,232800,0
^IBEX,D,20080915,000000,11031.40,11160.10,10819.70,10899.00,464200,0
^IBEX,D,20080916,000000,10778.30,11015.90,10651.60,10911.50,542000,0
^IBEX,D,20080917,000000,11021.40,11108.60,10639.10,10661.40,374800,0
^IBEX,D,20080918,000000,10629.00,10855.20,10571.10,10631.60,363800,0
^IBEX,D,20080919,000000,10779.40,11557.90,10779.40,11557.90,708000,0
^IBEX,D,20080922,000000,11596.10,11599.30,11328.50,11328.50,313200,0
^IBEX,D,20080923,000000,11302.20,11313.50,11088.70,11176.50,308400,0
^IBEX,D,20080924,000000,11298.80,11298.80,11089.80,11112.90,217400,0
^IBEX,D,20080925,000000,11154.50,11472.10,11131.40,11438.60,249000,0
^IBEX,D,20080926,000000,11302.50,11462.00,11239.30,11387.90,215200,0
^IBEX,D,20080929,000000,11395.90,11397.60,10916.60,10945.70,277200,0
^IBEX,D,20080930,000000,10744.70,11052.70,10672.60,10987.50,319800,0
^IBEX,D,20081001,000000,11064.30,11182.50,10956.60,11182.50,273200,0
^IBEX,D,20081002,000000,11186.10,11364.40,10978.90,11002.30,306600,0
^IBEX,D,20081003,000000,11047.40,11441.50,10964.70,11418.50,294400,0
^IBEX,D,20081006,000000,11210.20,11214.50,10710.90,10726.00,324400,0
^IBEX,D,20081007,000000,10935.70,11128.80,10644.30,10862.00,359600,0
^IBEX,D,20081008,000000,10612.30,10905.50,10155.00,10297.60,481000,0
^IBEX,D,20081009,000000,10411.90,10535.80,9820.50,9902.90,395000,0
^IBEX,D,20081010,000000,9443.10,9462.30,8835.00,8997.70,596400,0
^IBEX,D,20081013,000000,9559.30,9955.70,9357.20,9955.70,407600,0
^IBEX,D,20081014,000000,10308.60,10573.10,10032.20,10224.50,394200,0
^IBEX,D,20081015,000000,10143.80,10200.20,9594.00,9706.80,328600,0
^IBEX,D,20081016,000000,9305.30,9700.00,9146.60,9308.20,394200,0
^IBEX,D,20081017,000000,9799.30,9800.70,9345.20,9655.20,372200,0
^IBEX,D,20081020,000000,9900.70,9944.30,9758.50,9944.30,308000,0
^IBEX,D,20081021,000000,10105.10,10105.10,9716.90,9795.00,306200,0
^IBEX,D,20081022,000000,9584.10,9594.50,8927.50,8995.30,487400,0
^IBEX,D,20081023,000000,9007.90,9046.00,8419.20,8811.20,433600,0
^IBEX,D,20081024,000000,8445.00,8496.60,7991.90,8353.20,409600,0
^IBEX,D,20081027,000000,7977.00,8186.80,7737.20,8009.90,350000,0
^IBEX,D,20081028,000000,8221.40,8244.70,7820.10,7905.40,368800,0
^IBEX,D,20081029,000000,8376.30,8650.10,8260.30,8650.10,452400,0
^IBEX,D,20081030,000000,8812.70,8964.50,8695.00,8822.90,328200,0
^IBEX,D,20081031,000000,8843.30,9137.70,8686.60,9116.00,259200,0
^IBEX,D,20081103,000000,9185.80,9231.80,8977.40,9231.80,225600,0
^IBEX,D,20081104,000000,9279.30,9726.80,9242.00,9726.80,312000,0
^IBEX,D,20081105,000000,9631.30,9883.80,9507.70,9744.70,278600,0
^IBEX,D,20081106,000000,9362.00,9577.70,9111.00,9133.90,288600,0
^IBEX,D,20081107,000000,9153.10,9392.30,9013.70,9343.50,220200,0
^IBEX,D,20081110,000000,9484.30,9525.80,9268.20,9293.80,241800,0
^IBEX,D,20081111,000000,9123.30,9171.40,8906.50,8911.90,267400,0
^IBEX,D,20081112,000000,9070.10,9083.10,8604.60,8646.80,300000,0
^IBEX,D,20081113,000000,8684.50,8823.30,8525.90,8740.60,244800,0
^IBEX,D,20081114,000000,9068.00,9069.20,8796.70,8832.20,242600,0
^IBEX,D,20081117,000000,8788.60,8827.20,8416.50,8498.80,299400,0
^IBEX,D,20081118,000000,8480.80,8532.70,8268.60,8530.80,267400,0
^IBEX,D,20081119,000000,8532.10,8536.00,8211.50,8211.50,280800,0
^IBEX,D,20081120,000000,7995.90,8072.80,7830.90,7988.40,412600,0
^IBEX,D,20081121,000000,8062.90,8240.50,7862.40,7974.40,371200,0
^IBEX,D,20081124,000000,8173.70,8622.60,8093.20,8622.60,345000,0
^IBEX,D,20081125,000000,8533.90,8861.80,8453.50,8696.60,331000,0
^IBEX,D,20081126,000000,8586.00,8719.80,8461.00,8654.10,273400,0
^IBEX,D,20081127,000000,8727.50,8862.20,8720.30,8849.30,242000,0
^IBEX,D,20081128,000000,8885.80,8920.50,8726.20,8910.60,204000,0
^IBEX,D,20081201,000000,8914.00,8914.40,8423.90,8510.50,229800,0
^IBEX,D,20081202,000000,8359.50,8834.70,8293.20,8834.70,313200,0
^IBEX,D,20081203,000000,8781.90,8927.00,8646.10,8879.90,209200,0
^IBEX,D,20081204,000000,8815.10,9113.20,8699.60,8836.10,276800,0
^IBEX,D,20081205,000000,8696.40,8743.30,8409.30,8491.20,247000,0
^IBEX,D,20081208,000000,8893.50,9062.00,8825.20,9036.50,214800,0
^IBEX,D,20081209,000000,8973.00,9125.80,8894.90,9063.10,286000,0
^IBEX,D,20081210,000000,9070.00,9162.90,8975.10,9152.40,204400,0
^IBEX,D,20081211,000000,9140.50,9249.40,9020.00,9182.60,198600,0
^IBEX,D,20081212,000000,8881.00,8975.50,8711.00,8975.50,251200,0
^IBEX,D,20081215,000000,8994.30,9111.90,8930.00,9023.90,233800,0
^IBEX,D,20081216,000000,9010.40,9167.70,8995.50,9167.70,197800,0
^IBEX,D,20081217,000000,9281.50,9282.90,9047.40,9196.90,252600,0
^IBEX,D,20081218,000000,9219.60,9327.90,9202.30,9257.80,268600,0
^IBEX,D,20081219,000000,9152.00,9332.90,9099.30,9268.40,330600,0
^IBEX,D,20081222,000000,9232.30,9234.60,9095.20,9098.90,178800,0
^IBEX,D,20081223,000000,9075.30,9186.80,9040.80,9068.50,123800,0
^IBEX,D,20081229,000000,9081.00,9138.20,8955.30,9017.70,125000,0
^IBEX,D,20081230,000000,9081.80,9195.80,9068.10,9195.80,142400,0
^IBEX,D,20090102,000000,9262.00,9486.30,9219.10,9486.30,155200,0
^IBEX,D,20090105,000000,9543.40,9644.10,9506.30,9644.10,199800,0
^IBEX,D,20090106,000000,9677.10,9800.00,9617.80,9724.00,133200,0
^IBEX,D,20090107,000000,9726.20,9726.20,9503.80,9570.00,209200,0
^IBEX,D,20090108,000000,9452.70,9576.10,9357.70,9469.50,230600,0
^IBEX,D,20090109,000000,9527.70,9529.00,9309.50,9378.50,195000,0
^IBEX,D,20090112,000000,9329.50,9350.60,9179.20,9199.90,179200,0
^IBEX,D,20090113,000000,9098.80,9111.60,8920.20,9057.30,249600,0
^IBEX,D,20090114,000000,9132.10,9138.30,8594.20,8692.70,313600,0
^IBEX,D,20090115,000000,8685.90,8735.80,8500.40,8611.10,249800,0
^IBEX,D,20090116,000000,8778.30,8884.00,8620.10,8620.10,243200,0
^IBEX,D,20090119,000000,8739.10,8788.30,8389.90,8494.80,229400,0
^IBEX,D,20090120,000000,8462.50,8617.30,8223.70,8276.50,299800,0
^IBEX,D,20090121,000000,8212.40,8388.90,8077.10,8230.70,330400,0
^IBEX,D,20090122,000000,8381.00,8451.20,8117.10,8159.30,249800,0
^IBEX,D,20090123,000000,8152.60,8208.30,7981.70,8172.80,224800,0
^IBEX,D,20090126,000000,8106.50,8420.50,8091.50,8375.20,268000,0
^IBEX,D,20090127,000000,8408.20,8410.60,8169.00,8349.50,251400,0
^IBEX,D,20090128,000000,8413.50,8733.30,8396.30,8701.50,350600,0
^IBEX,D,20090129,000000,8650.30,8665.00,8403.10,8477.40,245600,0
^IBEX,D,20090130,000000,8456.70,8511.90,8326.40,8450.40,274600,0
^IBEX,D,20090202,000000,8275.40,8316.10,8118.30,8233.40,223000,0
^IBEX,D,20090203,000000,8294.80,8365.90,8180.30,8361.90,237200,0
^IBEX,D,20090204,000000,8413.20,8547.60,8285.90,8495.40,220000,0
^IBEX,D,20090205,000000,8333.10,8452.90,8209.20,8440.20,244200,0
^IBEX,D,20090206,000000,8498.30,8608.70,8411.40,8544.70,226800,0
^IBEX,D,20090209,000000,8495.00,8601.00,8462.60,8584.80,194400,0
^IBEX,D,20090210,000000,8523.40,8653.80,8390.40,8397.30,214600,0
^IBEX,D,20090211,000000,8330.20,8388.30,8246.30,8355.80,217200,0
^IBEX,D,20090212,000000,8302.30,8327.40,8116.60,8200.90,219400,0
^IBEX,D,20090213,000000,8291.30,8393.80,8254.90,8265.50,211800,0
^IBEX,D,20090216,000000,8206.00,8228.90,8075.00,8075.00,159800,0
^IBEX,D,20090217,000000,7988.00,8006.10,7783.80,7843.20,326200,0
^IBEX,D,20090218,000000,7890.00,7910.40,7707.00,7861.40,259000,0
^IBEX,D,20090219,000000,7903.30,7964.30,7822.10,7875.90,249000,0
^IBEX,D,20090220,000000,7740.00,7760.10,7601.80,7603.60,305200,0
^IBEX,D,20090223,000000,7729.10,7781.00,7514.90,7540.40,245000,0
^IBEX,D,20090224,000000,7436.80,7547.20,7403.60,7483.40,312400,0
^IBEX,D,20090225,000000,7625.60,7642.80,7385.00,7512.10,278800,0
^IBEX,D,20090226,000000,7571.20,7862.00,7564.80,7811.70,326000,0
^IBEX,D,20090227,000000,7731.90,7736.30,7522.10,7620.90,251200,0
^IBEX,D,20090302,000000,7428.60,7464.30,7270.50,7270.50,304200,0
^IBEX,D,20090303,000000,7315.90,7359.20,7199.10,7219.40,292600,0
^IBEX,D,20090304,000000,7295.50,7390.70,7257.40,7357.50,254400,0
^IBEX,D,20090305,000000,7295.30,7297.00,7025.90,7025.90,318800,0
^IBEX,D,20090306,000000,7061.90,7086.80,6883.30,6936.90,327600,0
^IBEX,D,20090309,000000,6965.40,6970.00,6702.60,6817.40,332800,0
^IBEX,D,20090310,000000,6808.10,7153.30,6771.70,7153.30,371800,0
^IBEX,D,20090311,000000,7143.00,7357.10,7063.30,7204.70,315000,0
^IBEX,D,20090312,000000,7142.80,7340.50,7008.60,7340.50,272000,0
^IBEX,D,20090313,000000,7492.50,7543.20,7376.00,7427.80,293800,0
^IBEX,D,20090316,000000,7546.60,7647.40,7531.60,7636.90,278400,0
^IBEX,D,20090317,000000,7604.80,7715.70,7530.40,7645.30,274200,0
^IBEX,D,20090318,000000,7739.20,7812.40,7552.70,7661.60,269400,0
^IBEX,D,20090319,000000,7736.70,7845.60,7675.30,7701.60,272800,0
^IBEX,D,20090320,000000,7640.10,7710.00,7527.20,7710.00,355600,0
^IBEX,D,20090323,000000,7838.50,7972.40,7783.30,7952.30,288000,0
^IBEX,D,20090324,000000,8093.20,8106.10,7902.30,7989.50,303000,0
^IBEX,D,20090325,000000,7952.70,8121.70,7947.60,8072.40,272200,0
^IBEX,D,20090326,000000,8107.60,8109.90,7973.70,8076.20,219800,0
^IBEX,D,20090327,000000,8043.50,8113.40,7911.70,7927.60,223200,0
^IBEX,D,20090330,000000,7782.20,7788.00,7589.10,7601.10,269200,0
^IBEX,D,20090331,000000,7644.30,7815.00,7639.70,7815.00,224600,0
^IBEX,D,20090401,000000,7761.30,8002.00,7637.20,7961.00,298800,0
^IBEX,D,20090402,000000,8115.80,8347.40,8102.70,8334.70,411800,0
^IBEX,D,20090403,000000,8280.60,8410.70,8245.30,8319.90,302400,0
^IBEX,D,20090406,000000,8435.00,8502.20,8224.50,8321.10,276000,0
^IBEX,D,20090407,000000,8403.00,8455.70,8247.60,8346.00,268200,0
^IBEX,D,20090408,000000,8210.80,8415.30,8175.10,8404.70,198400,0
^IBEX,D,20090409,000000,8457.60,8714.00,8400.10,8704.80,261600,0
^IBEX,D,20090414,000000,8688.30,8862.90,8677.50,8834.80,418000,0
^IBEX,D,20090415,000000,8748.30,8825.30,8662.90,8711.90,302800,0
^IBEX,D,20090416,000000,8790.90,8925.80,8703.80,8874.50,273600,0
^IBEX,D,20090417,000000,8898.30,9030.90,8803.00,9030.90,349000,0
^IBEX,D,20090420,000000,8988.30,9018.10,8672.00,8718.20,289000,0
^IBEX,D,20090421,000000,8706.70,8758.80,8413.60,8615.80,352000,0
^IBEX,D,20090422,000000,8608.20,8838.60,8547.30,8834.10,294800,0
^IBEX,D,20090423,000000,8777.80,8876.30,8717.70,8769.20,225600,0
^IBEX,D,20090424,000000,8768.70,8905.20,8730.80,8888.20,247400,0
^IBEX,D,20090427,000000,8739.90,8799.80,8633.80,8777.00,286200,0
^IBEX,D,20090428,000000,8619.20,8706.90,8503.70,8656.30,287400,0
^IBEX,D,20090429,000000,8730.10,8933.60,8697.00,8891.30,284600,0
^IBEX,D,20090430,000000,8986.90,9100.80,8957.30,9038.00,315200,0
^IBEX,D,20090504,000000,9048.10,9096.00,8927.60,9074.70,235600,0
^IBEX,D,20090505,000000,9065.20,9195.60,9037.50,9136.70,284200,0
^IBEX,D,20090506,000000,9119.70,9272.90,9086.60,9229.00,258800,0
^IBEX,D,20090507,000000,9292.20,9443.90,9175.90,9228.90,334400,0
